iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
96,212.5675,204.5257,204.1667,181.8779,5.7066,103.9381,974616,0.996999979019165,0.1379999965429306,1.0,-0.00019999999494757503,0.0008999999845400453,0.652999997138977,0.09780000150203705,0.0381
97,212.4098,202.8544,201.3604,183.9169,6.7518,102.0612,984618,0.996999979019165,0.16300000250339508,1.0,-0.00039999998989515007,0.0008999999845400453,0.6546000242233276,0.1023000031709671,0.0401
98,212.5255,202.1323,201.1453,181.6451,6.9153,101.8384,994700,0.9973000288009644,0.22910000383853912,1.0,-0.0003000000142492354,0.00039999998989515007,0.6553999781608582,0.10459999740123749,0.0398
99,215.5451,201.6672,201.0756,185.1974,6.1023,101.899,1004788,0.9975000023841858,0.2721000015735626,1.0,-0.00039999998989515007,0.000699999975040555,0.6509000062942505,0.08479999750852585,0.0385
100,217.3869,202.999,201.3303,186.7937,6.0774,101.596,1014846,0.9975000023841858,0.29750001430511475,1.0,-0.0006000000284984708,0.0012000000569969416,0.6482999920845032,0.0729999989271164,0.0371
101,215.1906,203.5534,202.8561,189.6623,6.1449,102.7857,1024919,0.9973000288009644,0.22210000455379486,1.0,-0.00019999999494757503,0.0006000000284984708,0.6492000222206116,0.07769999653100967,0.0415
102,211.5066,203.3847,202.3772,181.0078,5.7112,102.3163,1034946,0.9970999956130981,0.17739999294281006,1.0,9.999999747378752e-05,0.0015999999595806003,0.6482999920845032,0.0722000002861023,0.037
103,214.5912,202.3975,201.8335,179.6343,6.0986,101.7677,1045021,0.9970999956130981,0.1737000048160553,1.0,-9.999999747378752e-05,0.0010999999940395355,0.649399995803833,0.07530000060796738,0.0435
104,235.372,203.6043,203.5025,188.2952,6.3539,103.0714,1055122,0.996999979019165,0.1485999971628189,1.0,-0.0007999999797903001,0.0007999999797903001,0.6473000049591064,0.06629999727010727,0.0409
105,219.7883,203.7966,202.9459,183.9356,6.8791,102.6429,1065181,0.9969000220298767,0.11949999630451202,1.0,-0.000699999975040555,0.0017000000225380063,0.6456999778747559,0.05559999868273735,0.0389
106,215.5288,204.3045,202.9955,181.1387,6.1846,102.7143,1075247,0.9968000054359436,0.08020000159740448,1.0,-0.0007999999797903001,0.0012000000569969416,0.6437000036239624,0.04320000112056732,0.0458
107,215.9953,203.3752,202.3973,184.9444,6.3672,102.2347,1085266,0.9966999888420105,0.056699998676776886,1.0,-0.0010000000474974513,0.0020000000949949026,0.6420000195503235,0.032099999487400055,0.0453
108,226.974,202.0641,201.8731,185.4691,6.619,101.8081,1095345,0.9968000054359436,0.09880000352859497,1.0,0.0015999999595806003,0.006500000134110451,0.6395999789237976,0.022299999371170998,0.0428
109,214.0669,202.4071,202.2309,186.0713,6.1947,101.7374,1105417,0.9966999888420105,0.06599999964237213,1.0,-0.0010999999940395355,0.0017000000225380063,0.6363000273704529,0.006200000178068876,0.0422
110,215.8847,204.8388,203.426,179.6335,6.8653,102.0918,1115422,0.9966999888420105,0.06689999997615814,1.0,-0.0013000000035390258,0.0026000000070780516,0.635699987411499,0.004100000020116568,0.0437
111,228.7349,204.9395,204.6501,181.3143,7.7437,102.6837,1125485,0.9968000054359436,0.09769999980926514,1.0,-0.0006000000284984708,0.00279999990016222,0.6371999979019165,0.01080000028014183,0.0426
112,225.9367,204.4766,203.4521,185.1237,8.1692,101.9596,1135579,0.9966999888420105,0.07259999960660934,1.0,-0.00019999999494757503,0.0027000000700354576,0.6380000114440918,0.01590000092983246,0.0448
113,221.5519,207.7863,205.7155,184.3124,8.9289,102.8367,1145657,0.9968000054359436,0.10000000149011612,1.0,-0.0007999999797903001,0.002899999963119626,0.6410999894142151,0.030300000682473183,0.049
114,231.217,209.3248,207.5528,149.7689,10.3475,103.7113,1155717,0.9973000288009644,0.25690001249313354,1.0,0.000699999975040555,0.004600000102072954,0.640999972820282,0.031199999153614044,0.045
115,233.9611,210.4382,208.6735,171.3564,7.4148,104.0103,1165806,0.9969000220298767,0.16290000081062317,1.0,0.0017000000225380063,0.00570000009611249,0.6352999806404114,0.006300000008195639,0.0435
116,224.8735,212.8256,210.9612,181.9062,7.5882,104.6667,1175854,0.9968000054359436,0.11169999837875366,1.0,0.0010000000474974513,0.0044999998062849045,0.6333000063896179,-0.004800000227987766,0.0465
117,222.3377,213.2894,210.7129,160.4182,10.6318,104.1546,1185957,0.9969000220298767,0.149399995803833,1.0,0.000699999975040555,0.005499999970197678,0.6328999996185303,-0.008299999870359898,0.0451
118,224.8626,213.8796,211.7396,179.8152,8.4044,104.2396,1195964,0.9966999888420105,0.11159999668598175,1.0,0.0026000000070780516,0.0052999998442828655,0.629800021648407,-0.02329999953508377,0.0484
119,223.9028,214.7469,214.069,191.9071,5.2857,104.7083,1206016,0.9970999956130981,0.21709999442100525,1.0,0.001500000013038516,0.008999999612569809,0.6270999908447266,-0.037700001150369644,0.0524
120,236.4272,216.1871,215.3039,179.2724,7.231,105.6316,1216051,0.9968000054359436,0.12349999696016312,1.0,-0.000699999975040555,0.0035000001080334187,0.6223999857902527,-0.05990000069141388,0.0496
121,226.5954,217.0406,214.0466,161.2857,11.4705,103.8144,1226121,0.9969000220298767,0.18289999663829803,1.0,0.0012000000569969416,0.010599999688565731,0.6195999979972839,-0.07670000195503235,0.0443
122,228.9939,218.0682,216.5138,166.7359,8.1081,104.7917,1236181,0.9966999888420105,0.11829999834299088,1.0,0.0024999999441206455,0.013700000010430813,0.6190999746322632,-0.08209999650716782,0.0457
123,229.4355,218.9072,217.3207,163.6483,9.0064,104.8229,1246244,0.9965999722480774,0.08540000021457672,1.0,0.0007999999797903001,0.007000000216066837,0.6146000027656555,-0.10360000282526016,0.0464
124,226.7274,219.3494,218.5029,178.7312,5.9824,105.1458,1256338,0.9965999722480774,0.08569999784231186,1.0,0.0038999998942017555,0.015300000086426735,0.6147000193595886,-0.10660000145435333,0.0518
125,242.1238,220.5251,219.9424,152.8574,8.3055,105.3684,1266348,0.9968000054359436,0.13130000233650208,1.0,0.0017999999690800905,0.009800000116229057,0.6103000044822693,-0.12849999964237213,0.0479
126,229.3256,222.1139,219.4786,117.2043,13.9803,105.1771,1276445,0.996999979019165,0.1881999969482422,1.0,0.0007999999797903001,0.007699999958276749,0.6054999828338623,-0.15530000627040863,0.0478
