iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
79,2935.1485,961.6203,1159.4723,791.92,381.4371,355.9474,1608153,0.9681000113487244,74.84230041503906,1.0,-4.777900218963623,0.00139999995008111,0.2632000148296356,-2.6133999824523926,1.0
80,2581.6002,979.1962,1184.9928,658.4068,424.561,361.2857,1628385,0.9821000099182129,80.01899719238281,1.0,-5.180500030517578,0.00139999995008111,0.26100000739097595,-2.6403000354766846,1.0
81,3255.3305,979.1242,1346.2829,766.7848,643.1947,409.2857,1648440,0.9763000011444092,99.25559997558594,1.0,-6.352799892425537,0.0019000000320374966,0.2572999894618988,-2.6842000484466553,1.0
82,3347.6892,1299.5634,1572.5603,738.8455,775.874,480.8095,1668634,0.9269000291824341,83.62930297851562,1.0,-6.591300010681152,0.0010000000474974513,0.2556999921798706,-2.702500104904175,1.0
83,3235.304,981.0398,1429.8631,772.2481,733.1118,431.4681,1688913,0.9657999873161316,88.0645980834961,1.0,-6.167399883270264,0.0020000000949949026,0.2531999945640564,-2.7339999675750732,1.0
84,3412.841,978.7617,1326.387,681.7656,675.8847,392.7308,1709335,0.9843000173568726,83.318603515625,1.0,-6.092400074005127,0.001500000013038516,0.2502000033855438,-2.7679998874664307,0.9998
85,3355.4727,1109.4628,1469.3148,769.5312,752.8852,437.087,1729441,0.9807000160217285,92.15239715576172,1.0,-6.452000141143799,0.0017999999690800905,0.2459000051021576,-2.822700023651123,1.0
86,3331.6614,1531.1794,1868.5955,729.5559,927.6109,559.3056,1749576,0.9492999911308289,93.42939758300781,1.0,-7.44980001449585,0.0012000000569969416,0.2442999929189682,-2.8403000831604004,0.9995
87,3311.8318,1388.2796,1643.107,691.8429,843.6111,491.0976,1769711,0.9800999760627747,105.79499816894531,1.0,-6.23799991607666,0.0013000000035390258,0.24369999766349792,-2.848099946975708,1.0
88,3260.8941,2438.8464,2180.0233,821.8845,923.7816,664.4839,1790310,0.8934000134468079,76.93789672851562,1.0,-6.121399879455566,0.0017999999690800905,0.2402999997138977,-2.8905999660491943,1.0
89,3284.7146,1661.4404,1886.5082,746.3046,911.8099,566.9444,1810720,0.9327999949455261,61.448699951171875,1.0,-5.597400188446045,0.0017000000225380063,0.2371000051498413,-2.933000087738037,1.0
90,3311.286,2139.0334,2180.172,827.6801,894.3757,652.3438,1831595,0.9243999719619751,66.4375991821289,1.0,-6.5432000160217285,0.001500000013038516,0.23389999568462372,-2.9737000465393066,1.0
91,3288.7747,1652.6321,1910.4391,861.331,902.1956,576.2778,1852341,0.9350000023841858,56.416900634765625,1.0,-4.646299839019775,0.001500000013038516,0.23190000653266907,-2.999000072479248,1.0
92,3280.6925,1805.4549,2151.9521,974.4466,908.5129,659.4194,1872783,0.8676000237464905,37.379600524902344,1.0,-3.632699966430664,0.001500000013038516,0.23170000314712524,-3.0025999546051025,1.0
93,3292.5022,1842.9831,2168.9911,696.8018,999.3463,669.3667,1892864,0.8478000164031982,39.956298828125,1.0,-2.747499942779541,0.0013000000035390258,0.23319999873638153,-2.986999988555908,1.0
94,3298.3408,3170.341,2576.5988,920.0201,863.3543,800.64,1912880,0.7250000238418579,58.220699310302734,1.0,-2.674999952316284,0.0013000000035390258,0.23149999976158142,-3.0130999088287354,1.0
95,3343.319,2105.5746,2225.0238,931.7406,886.2425,677.8333,1933215,0.8848000168800354,54.71900177001953,1.0,-3.5092999935150146,0.0019000000320374966,0.22849999368190765,-3.0527000427246094,1.0
96,3351.8106,3145.5568,2660.9057,1024.2871,809.0061,816.12,1953618,0.7746000289916992,50.70479965209961,1.0,-3.305500030517578,0.0017999999690800905,0.22679999470710754,-3.0762999057769775,1.0
97,3367.795,3163.8301,2829.2038,1253.0429,653.4958,867.4583,1974437,0.8335999846458435,63.4281005859375,1.0,-3.8822999000549316,0.0017000000225380063,0.22609999775886536,-3.085400104522705,1.0
98,3296.2339,2755.8564,2469.2776,991.6322,820.9548,755.0,1994822,0.8327999711036682,53.57040023803711,1.0,-2.8845999240875244,0.0020000000949949026,0.22370000183582306,-3.1201000213623047,1.0
99,3339.5369,2599.2561,2400.6727,921.9072,831.4117,724.6071,2015111,0.8894000053405762,66.78199768066406,1.0,-3.6194000244140625,0.00139999995008111,0.22339999675750732,-3.126300096511841,1.0
100,3338.7778,3170.9006,2845.2844,1225.2475,645.2753,872.9565,2035189,0.7411999702453613,39.40079879760742,1.0,-2.434499979019165,0.001500000013038516,0.22130000591278076,-3.150899887084961,1.0
