iteration,curr policy return,max return,median return,min return,avg return,std return,avg rollout len,num total samples,min mag policy param,max mag policy param,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
2025,2416.2436,2592.095,2226.5259,131.9226,1632.8144,833.5181,699.6634,126211306,-0.22094696760177612,-24.684097290039062,0.020600000396370888,0.27219998836517334,0.41909998655319214,-inf
2026,2463.2857,2536.0614,778.9261,135.6449,1072.695,846.6753,474.5545,126259236,-0.2233581691980362,-24.745649337768555,0.020600000396370888,0.2721000015735626,0.41830000281333923,-inf
2027,2393.746,2548.6129,1048.05,141.4562,1364.2295,847.1286,585.901,126318412,-0.1514091193675995,-24.81863784790039,0.020600000396370888,0.2721000015735626,0.41839998960494995,-inf
2028,2377.2915,2513.508,1570.1617,268.6657,1520.0315,835.7486,659.7228,126385044,-0.24509678781032562,-24.974882125854492,0.020600000396370888,0.2720000147819519,0.41839998960494995,-inf
2029,2432.4131,2580.3749,1179.0972,146.6217,1379.4583,847.4213,585.8317,126444213,-0.24187453091144562,-24.91779136657715,0.020600000396370888,0.2718999981880188,0.41780000925064087,-inf
2030,2391.8854,2585.6987,1471.7081,14.6385,1523.3323,836.1781,655.1782,126510386,-0.217447429895401,-24.90224838256836,0.020600000396370888,0.271699994802475,0.41769999265670776,-inf
2031,2417.2181,2559.8702,2190.8834,139.9145,1582.6986,859.1456,678.1287,126578877,-0.14253070950508118,-24.920536041259766,0.020600000396370888,0.271699994802475,0.41909998655319214,-inf
2032,2441.0987,2532.6095,1462.4478,137.473,1495.6822,850.4023,644.9406,126644016,-0.05707597732543945,-24.991893768310547,0.020600000396370888,0.271699994802475,0.41819998621940613,-inf
2033,2386.8205,2549.1503,1720.559,131.8607,1487.4554,837.8344,655.1782,126710189,0.03359037637710571,-25.166561126708984,0.020600000396370888,0.27160000801086426,0.4178999960422516,-inf
2034,2483.3142,2499.7677,1315.1095,137.8037,1453.1764,805.0009,618.4059,126772648,0.03847852349281311,-25.3531436920166,0.020600000396370888,0.27149999141693115,0.41780000925064087,-inf
2035,2353.4844,2553.8287,1512.0068,20.0608,1508.4136,821.8315,649.8416,126838282,-0.03402931988239288,-25.37371826171875,0.020600000396370888,0.27149999141693115,0.4171999990940094,-inf
2036,2393.6651,2560.986,1283.1964,131.7009,1410.4495,823.6692,600.5149,126898934,0.09393374621868134,-25.25031089782715,0.020500000566244125,0.27140000462532043,0.41780000925064087,-inf
2037,2438.4826,2574.8799,1102.4209,147.6874,1399.942,850.5282,604.396,126959978,-0.019364677369594574,-25.132600784301758,0.020500000566244125,0.27140000462532043,0.41679999232292175,-inf
2038,2429.2823,2470.7,920.3104,79.4907,1188.8989,860.6272,515.2673,127012020,-0.0032637082040309906,-25.287120819091797,0.020500000566244125,0.27129998803138733,0.41659998893737793,-inf
2039,2346.5604,2497.4649,2242.3763,277.2846,1598.1942,844.2298,692.703,127081983,0.1608995646238327,-25.484203338623047,0.020500000566244125,0.27129998803138733,0.41690000891685486,-inf
2040,2374.3276,2553.9274,1339.2021,269.6354,1460.0098,793.9953,630.0693,127145620,-0.001632601022720337,-25.489116668701172,0.020500000566244125,0.2711000144481659,0.4165000021457672,-inf
2041,2356.2974,2536.878,2205.8126,283.893,1675.3692,792.1824,718.703,127218209,0.11784415692090988,-25.538955688476562,0.020500000566244125,0.2711000144481659,0.41679999232292175,-inf
2042,2449.5294,2545.7955,1277.1788,137.5159,1455.5032,852.9523,623.1782,127281150,0.11948397010564804,-25.635622024536133,0.020500000566244125,0.2709999978542328,0.4171999990940094,-inf
2043,2478.9315,2603.2998,1105.8239,94.0533,1386.6176,876.4868,596.495,127341396,0.03524734824895859,-25.615055084228516,0.020500000566244125,0.2709999978542328,0.4171000123023987,-inf
2044,2395.8253,2568.4324,1496.3204,141.2949,1483.8434,821.1942,635.0396,127405535,-0.018595397472381592,-25.554574966430664,0.020400000736117363,0.2709999978542328,0.4174000024795532,-inf
2045,2417.6487,2539.5675,2211.9424,272.2188,1609.5091,840.1891,683.7525,127474594,-0.06126854568719864,-25.611358642578125,0.020400000736117363,0.27090001106262207,0.41839998960494995,-inf
2046,2460.0998,2529.2099,1168.1379,135.8288,1311.1125,837.433,557.4257,127530894,-0.05000405013561249,-25.559871673583984,0.020400000736117363,0.27079999446868896,0.41749998927116394,-inf
2047,2371.1581,2560.3839,2227.519,143.0364,1630.4741,814.1674,696.802,127601271,-0.026891285553574562,-25.35989761352539,0.020400000736117363,0.27070000767707825,0.4174000024795532,-inf
2048,2423.8064,2566.1932,2105.3895,270.797,1577.5693,841.2456,673.7921,127669324,0.021832892671227455,-25.42189598083496,0.020400000736117363,0.27070000767707825,0.41780000925064087,-inf
2049,2442.079,2581.6911,1189.974,268.2079,1380.7266,880.6512,588.1188,127728724,0.009452860802412033,-25.233386993408203,0.0203000009059906,0.27059999108314514,0.4165000021457672,-inf
2050,2412.4863,2582.1199,1531.8174,136.899,1469.1195,905.571,630.4752,127792402,0.16803613305091858,-25.341341018676758,0.0203000009059906,0.2703999876976013,0.41589999198913574,-inf
2051,2431.7991,2549.5407,1141.0956,134.4049,1351.3583,869.8291,576.8812,127850667,-0.05304054915904999,-25.428813934326172,0.0203000009059906,0.2703999876976013,0.41589999198913574,-inf
2052,2399.6668,2565.6473,2247.817,276.4829,1694.3866,815.5795,726.8911,127924083,0.0880172997713089,-25.51404571533203,0.0203000009059906,0.2703999876976013,0.4156000018119812,-inf
2053,2521.7852,2533.6891,1029.6555,282.6309,1214.747,749.6169,517.099,127976310,0.16456907987594604,-25.693666458129883,0.0203000009059906,0.2703000009059906,0.41670000553131104,-inf
2054,2352.4724,2641.3036,2222.1488,281.8953,1636.7949,792.9734,706.9208,128047709,0.11277692019939423,-25.65572738647461,0.0203000009059906,0.2703000009059906,0.41600000858306885,-inf
2055,2486.1874,2581.2951,1077.1543,142.5124,1311.2549,850.8239,556.3861,128103904,0.128688782453537,-25.755451202392578,0.0203000009059906,0.2700999975204468,0.41600000858306885,-inf
2056,2366.1613,2599.0665,1407.3384,261.8892,1533.3875,804.0367,659.5446,128170518,0.16853153705596924,-25.758808135986328,0.0203000009059906,0.2700999975204468,0.4153999984264374,-inf
2057,2384.7187,2608.9523,2249.087,266.1617,1652.2043,826.5245,705.2475,128241748,0.1907401978969574,-25.815109252929688,0.0203000009059906,0.2700999975204468,0.4147999882698059,-inf
2058,2419.9996,2583.5083,861.29,250.9256,1267.4915,875.1623,546.5149,128296946,0.16348141431808472,-25.594667434692383,0.0203000009059906,0.27000001072883606,0.41510000824928284,-inf
2059,2407.2106,2586.445,2256.8202,139.2527,1619.8347,892.2905,690.9208,128366729,0.09264162182807922,-25.575780868530273,0.0203000009059906,0.26989999413490295,0.4147000014781952,-inf
2060,2508.6981,2558.73,1168.439,267.9941,1386.5515,860.0,587.6238,128426079,0.18512605130672455,-25.706310272216797,0.02019999921321869,0.26980000734329224,0.4147000014781952,-inf
2061,2396.438,2570.0676,2281.6597,282.8466,1668.4384,834.2024,709.4554,128497734,0.14886990189552307,-25.697925567626953,0.02019999921321869,0.26969999074935913,0.414000004529953,-inf
2062,2436.0387,2643.9978,1241.4311,139.1867,1459.0048,873.2081,616.3762,128559988,0.003482446074485779,-25.76900291442871,0.02019999921321869,0.26969999074935913,0.41359999775886536,-inf
2063,2385.3521,2658.3072,1146.7897,262.5261,1413.369,878.1969,602.3267,128620823,-0.05115005001425743,-25.749897003173828,0.02019999921321869,0.26969999074935913,0.4138999879360199,-inf
2064,2419.2799,2543.9302,1074.1284,138.7074,1369.8427,850.2363,590.2772,128680441,0.18773773312568665,-25.702157974243164,0.02019999921321869,0.26969999074935913,0.41350001096725464,-inf
2065,2391.2774,2631.184,1212.891,140.4003,1434.8872,845.7547,611.1683,128742169,-0.19246186316013336,-25.706796646118164,0.02019999921321869,0.2696000039577484,0.4129999876022339,-inf
2066,2386.0278,2639.1381,1390.554,141.8508,1474.5391,868.2049,641.8119,128806992,-0.1109628677368164,-25.66463851928711,0.02019999921321869,0.2694999873638153,0.4122999906539917,-inf
2067,2441.3226,2625.2321,1111.5869,139.3304,1384.6072,877.2742,584.6337,128866040,-0.15627436339855194,-25.739042282104492,0.020099999383091927,0.2694999873638153,0.41290000081062317,-inf
2068,2463.2156,2531.7645,1907.7263,290.0743,1592.6034,844.673,683.1881,128935042,0.029913246631622314,-25.66658592224121,0.020099999383091927,0.2694000005722046,0.41260001063346863,-inf
2069,2516.1264,2598.3657,2191.9523,276.9879,1606.4424,829.0828,684.901,129004217,-0.016522739082574844,-25.71980857849121,0.020099999383091927,0.26930001378059387,0.4138999879360199,-inf
2070,2462.0797,2544.2749,1055.6331,142.1844,1306.0473,888.9956,572.802,129062070,0.007219910621643066,-25.879520416259766,0.020099999383091927,0.26919999718666077,0.4129999876022339,-inf
2071,2362.1785,2536.5685,2241.8945,144.2478,1625.2573,820.2747,697.3069,129132498,0.04738941043615341,-25.824296951293945,0.020099999383091927,0.26919999718666077,0.413100004196167,-inf
2072,2452.9401,2512.7208,1159.7042,17.1568,1401.3102,851.1255,594.0693,129192499,0.12867756187915802,-25.919754028320312,0.019999999552965164,0.26910001039505005,0.41359999775886536,-inf
2073,2360.9285,2698.8962,2246.6929,250.0567,1712.482,806.6048,729.495,129266178,0.14574424922466278,-25.888050079345703,0.019999999552965164,0.26899999380111694,0.41350001096725464,-inf
2074,2506.3518,2541.3575,1059.6614,255.3591,1360.6255,778.4352,569.8317,129323731,-0.17958979308605194,-25.92319679260254,0.019999999552965164,0.26899999380111694,0.41359999775886536,-inf
2075,2324.8921,2538.4953,2254.784,275.1745,1838.6058,717.5314,790.5941,129403581,-0.011324390769004822,-26.09001922607422,0.019999999552965164,0.2689000070095062,0.41359999775886536,-inf
2076,2548.7227,2548.7227,901.6871,145.4507,1233.7077,880.2395,521.4851,129456251,0.16399827599525452,-26.07665252685547,0.019899999722838402,0.2687999904155731,0.414000004529953,-inf
2077,2390.0424,2569.4165,1618.5984,274.0232,1535.6211,848.7508,665.6139,129523478,-0.2023833841085434,-26.061809539794922,0.019899999722838402,0.2687999904155731,0.41350001096725464,-inf
2078,2399.7995,2613.2298,1784.6572,138.1625,1536.8596,841.1198,661.2673,129590266,0.041821837425231934,-26.093538284301758,0.019899999722838402,0.2687000036239624,0.413100004196167,-inf
2079,2377.2722,2565.8109,2207.4862,273.6525,1581.2045,849.6239,680.2871,129658975,-0.087308868765831,-25.996976852416992,0.019899999722838402,0.2685999870300293,0.4131999909877777,-inf
2080,2424.9312,2583.4415,1347.9967,142.1252,1456.2912,910.0634,612.4455,129720832,-0.08066040277481079,-25.834383010864258,0.019899999722838402,0.2685999870300293,0.413100004196167,-inf
2081,2451.3388,2561.4842,1306.432,141.5387,1397.0244,878.3326,598.6337,129781294,0.02416841685771942,-25.98800277709961,0.01979999989271164,0.2685999870300293,0.41339999437332153,-inf
2082,2421.601,2627.6507,1808.9503,260.7152,1532.5212,865.016,649.5446,129846898,0.08854496479034424,-26.04213523864746,0.01979999989271164,0.2685000002384186,0.4129999876022339,-inf
2083,2423.6772,2583.9817,1239.1196,138.2425,1430.5411,878.9281,609.0891,129908416,0.13869397342205048,-25.94670867919922,0.01979999989271164,0.26840001344680786,0.413100004196167,-inf
2084,2430.098,2642.0516,1384.7592,138.9721,1472.8532,850.5916,620.1188,129971048,0.24450695514678955,-26.014156341552734,0.01979999989271164,0.26829999685287476,0.41280001401901245,-inf
2085,2463.8165,2616.8304,1284.9359,138.4646,1459.743,941.1528,612.6535,130032926,-0.2680470049381256,-25.845396041870117,0.019700000062584877,0.26820001006126404,0.4124999940395355,-inf
2086,2431.6659,2500.0146,2181.2986,272.1443,1552.9538,869.6528,661.2475,130099712,0.21582594513893127,-25.727182388305664,0.019700000062584877,0.26809999346733093,0.41200000047683716,-inf
2087,2434.3267,2546.8854,779.346,269.6648,1320.417,928.8188,564.2673,130156703,0.22614021599292755,-25.74923324584961,0.019600000232458115,0.26809999346733093,0.4122999906539917,-inf
2088,2393.2792,2554.1837,2205.1845,251.3345,1621.1779,813.2807,696.0297,130227002,0.22914738953113556,-25.76592445373535,0.019600000232458115,0.26809999346733093,0.4124999940395355,-inf
2089,2435.0865,2541.5899,1125.3074,143.1968,1353.9974,910.9979,574.099,130284986,0.04567885398864746,-25.78361701965332,0.019600000232458115,0.2680000066757202,0.41269999742507935,-inf
2090,2382.9727,2574.5111,1538.3744,277.6518,1526.5748,843.27,648.9208,130350527,0.048718590289354324,-25.880027770996094,0.019600000232458115,0.2680000066757202,0.41200000047683716,-inf
2091,2413.3806,2593.4603,1457.7131,260.8042,1453.5425,883.7028,617.3168,130412876,0.15280887484550476,-25.80596160888672,0.019600000232458115,0.2680000066757202,0.4124999940395355,-inf
2092,2363.0162,2527.1589,2175.1468,253.2571,1541.0486,852.7211,669.0495,130480450,0.024723172187805176,-25.671367645263672,0.019600000232458115,0.2678999900817871,0.41200000047683716,-inf
2093,2380.8493,2568.9103,2176.4656,140.9142,1622.2023,841.7019,688.3762,130549976,0.08709626644849777,-25.655616760253906,0.019600000232458115,0.2678999900817871,0.4115999937057495,-inf
2094,2421.7534,2593.7522,1361.2996,264.1589,1466.696,897.609,632.3168,130613840,0.0691167563199997,-25.82984161376953,0.019500000402331352,0.2678000032901764,0.41040000319480896,-inf
2095,2404.654,2631.6549,2109.1976,269.5989,1598.5036,832.5878,696.1683,130684153,0.028618957847356796,-25.78376579284668,0.019500000402331352,0.2678000032901764,0.41019999980926514,-inf
2096,2494.9761,2643.8415,1108.743,18.717,1400.8422,878.2134,581.5347,130742888,-0.04726042225956917,-25.683507919311523,0.019500000402331352,0.2676999866962433,0.41029998660087585,-inf
2097,2408.7381,2535.3196,2237.611,247.1862,1603.5599,883.6746,683.8614,130811958,-0.09734934568405151,-25.742780685424805,0.019500000402331352,0.2676999866962433,0.41029998660087585,-inf
2098,2461.5107,2676.9232,1118.7169,136.8927,1372.6967,846.0453,585.3564,130871079,-0.02665901929140091,-25.854345321655273,0.019500000402331352,0.2676999866962433,0.4113999903202057,-inf
2099,2402.6796,2527.7864,2229.7287,144.41,1583.2072,871.6097,678.3366,130939591,0.02899816632270813,-25.70952033996582,0.01940000057220459,0.26759999990463257,0.41110000014305115,-inf
2100,2424.3922,2575.0996,1681.9777,259.4881,1541.7892,854.1537,654.8119,131005727,0.023699501529335976,-25.659528732299805,0.01940000057220459,0.26759999990463257,0.412200003862381,-inf
2101,2467.167,2532.3481,1392.2583,277.607,1474.1875,865.1024,631.5446,131069513,-0.052515313029289246,-25.55759620666504,0.01940000057220459,0.26759999990463257,0.4115000069141388,-inf
2102,2399.6823,2591.1615,2272.2748,258.557,1645.1541,864.0942,708.8614,131141108,-0.07688330113887787,-25.623023986816406,0.01940000057220459,0.26750001311302185,0.4124999940395355,-inf
2103,2454.0456,2605.9109,1032.383,268.5475,1211.599,829.6383,511.6139,131192781,-0.021054167300462723,-25.645954132080078,0.01940000057220459,0.26739999651908875,0.41190001368522644,-inf
2104,2410.5089,2509.8295,2210.4842,269.0611,1631.785,806.4334,700.2277,131263504,0.12666307389736176,-25.672449111938477,0.01940000057220459,0.267300009727478,0.4120999872684479,-inf
2105,2450.4582,2550.9416,1284.7187,140.8213,1478.8561,837.9356,626.9505,131326826,-0.013495922088623047,-25.792760848999023,0.01940000057220459,0.2671999931335449,0.4117000102996826,-inf
2106,2385.5313,2494.1655,2241.1416,140.678,1748.1065,762.6138,744.505,131402021,-0.02904793992638588,-25.810977935791016,0.01940000057220459,0.2671000063419342,0.4115000069141388,-inf
2107,2440.1418,2538.0939,1327.1946,139.3603,1472.4494,854.4116,629.3069,131465581,-0.05133286118507385,-25.872140884399414,0.019300000742077827,0.2671000063419342,0.4106999933719635,-inf
2108,2399.0418,2673.1571,2263.0572,15.9549,1696.4435,831.3525,721.7228,131538475,0.12662169337272644,-25.772205352783203,0.019300000742077827,0.2671000063419342,0.41100001335144043,-inf
2109,2448.1785,2532.3248,2184.465,14.8085,1571.0627,898.9536,661.6535,131605302,0.028218135237693787,-25.839614868164062,0.019300000742077827,0.2669999897480011,0.41100001335144043,-inf
2110,2442.5061,2529.8337,2259.3493,54.6456,1662.2864,828.757,704.9802,131676505,0.17612811923027039,-25.955673217773438,0.019300000742077827,0.2669999897480011,0.4106000065803528,-inf
2111,2418.6015,2608.4314,2240.0392,135.0495,1624.7548,880.8368,689.7426,131746169,0.09865479171276093,-25.77008628845215,0.019200000911951065,0.2669000029563904,0.4108000099658966,-inf
2112,2514.2889,2560.2501,1060.9813,139.3486,1313.4044,853.8933,550.2376,131801743,0.09847962856292725,-25.783363342285156,0.019200000911951065,0.2667999863624573,0.41119998693466187,-inf
2113,2401.0223,2505.1127,2241.1268,271.3452,1631.77,839.4543,703.0297,131872749,-0.06557466089725494,-25.932239532470703,0.019200000911951065,0.26669999957084656,0.4106999933719635,-inf
2114,2425.0004,2584.2735,1470.3135,16.0141,1498.3037,840.7303,633.4752,131936730,-0.07056999951601028,-26.01543617248535,0.019099999219179153,0.2667999863624573,0.4108999967575073,-inf
2115,2391.0771,2558.8175,2125.0791,140.4386,1595.4401,839.9855,685.2772,132005943,0.04015243053436279,-26.026042938232422,0.019099999219179153,0.26669999957084656,0.4106999933719635,-inf
2116,2468.3219,2597.8867,1152.4394,144.024,1397.77,901.1246,587.3267,132065263,0.037458088248968124,-26.033084869384766,0.019099999219179153,0.26669999957084656,0.4106999933719635,-inf
2117,2402.6143,2621.7216,2223.9507,255.8652,1586.2461,857.5361,682.7426,132134220,0.1406654417514801,-26.07699966430664,0.019099999219179153,0.26660001277923584,0.4106000065803528,-inf
2118,2446.4261,2601.7993,2325.1669,146.8221,1769.9439,839.7255,746.604,132209627,0.1802603006362915,-26.123706817626953,0.019099999219179153,0.26660001277923584,0.4104999899864197,-inf
2119,2504.918,2543.9572,1248.722,278.5705,1449.35,861.9704,617.6535,132272010,-0.04076896607875824,-25.922626495361328,0.019099999219179153,0.26649999618530273,0.4097000062465668,-inf
2120,2437.9183,2666.5247,2277.2417,273.53,1628.8269,883.0643,696.4455,132342351,0.00337812677025795,-25.927331924438477,0.01899999938905239,0.2662999927997589,0.4097999930381775,-inf
2121,2484.6729,2586.2551,1232.1987,153.6225,1434.0515,824.8491,613.3861,132404303,0.11794982850551605,-25.795207977294922,0.01899999938905239,0.2662000060081482,0.4092999994754791,-inf
2122,2385.1309,2606.9455,2274.4474,145.5856,1676.5953,871.4248,718.3069,132476852,0.07471440732479095,-25.753644943237305,0.01899999938905239,0.2662000060081482,0.4099999964237213,-inf
2123,2462.5276,2616.3953,1570.6177,143.4732,1521.2121,898.326,637.8416,132541274,0.15428508818149567,-25.564329147338867,0.01889999955892563,0.2660999894142151,0.4106000065803528,-inf
2124,2415.2575,2613.7664,1865.3552,272.9075,1578.337,841.5036,675.4455,132609494,-0.19808700680732727,-25.62932777404785,0.01889999955892563,0.2660999894142151,0.4099999964237213,-inf
2125,2391.3237,2580.9903,2226.7846,281.2168,1604.574,814.2285,703.3663,132680534,-0.029692545533180237,-25.66978645324707,0.01889999955892563,0.26600000262260437,0.40950000286102295,-inf
2126,2423.4797,2545.977,1557.2558,271.6209,1535.2042,873.1206,651.3762,132746323,0.018751047551631927,-25.77654266357422,0.018799999728798866,0.26600000262260437,0.4099000096321106,-inf
2127,2414.9895,2686.28,1344.8105,246.4755,1473.0834,871.8043,640.1386,132810977,-0.012791167944669724,-25.698713302612305,0.018799999728798866,0.26600000262260437,0.4097999930381775,-inf
2128,2393.382,2659.0953,2168.9641,263.6898,1576.4598,854.275,675.198,132879172,-0.011732598766684532,-25.696691513061523,0.018799999728798866,0.2660999894142151,0.41029998660087585,-inf
2129,2429.7939,2625.8364,1207.0315,257.2849,1452.0651,878.1109,624.3465,132942231,0.00742458738386631,-25.513168334960938,0.018799999728798866,0.26600000262260437,0.40959998965263367,-inf
2130,2376.6439,2511.0487,2196.2756,256.0935,1637.2427,789.3342,712.2376,133014167,0.005522564053535461,-25.42873191833496,0.018799999728798866,0.26579999923706055,0.40959998965263367,-inf
2131,2437.8405,2562.4149,2204.2019,267.0694,1577.5296,847.5981,671.0297,133081941,0.10190531611442566,-25.404050827026367,0.018799999728798866,0.26570001244544983,0.4104999899864197,-inf
2132,2477.7772,2565.5815,858.0785,272.7484,1271.386,873.4335,544.099,133136895,0.16880643367767334,-25.462648391723633,0.018799999728798866,0.2655999958515167,0.41029998660087585,-inf
2133,2370.4341,2632.217,2295.331,269.3821,1876.1409,766.19,808.4257,133218546,0.027123823761940002,-25.412729263305664,0.018699999898672104,0.2655999958515167,0.41019999980926514,-inf
2134,1730.6922,2640.0918,811.6536,272.4184,1075.8071,783.9458,461.5941,133265167,0.06705696880817413,-25.299652099609375,0.018699999898672104,0.2655999958515167,0.41040000319480896,-inf
2135,2353.413,2576.5215,2267.7989,280.4937,1827.8724,733.49,785.1485,133344467,0.019606981426477432,-25.14449691772461,0.018699999898672104,0.265500009059906,0.4106000065803528,-inf
2136,2452.7443,2585.7909,1130.9206,14.6232,1377.5723,917.9342,584.5644,133403508,-0.22373396158218384,-25.066877365112305,0.01860000006854534,0.2653999924659729,0.41019999980926514,-inf
2137,2399.2906,2516.3027,2147.9584,267.8412,1607.2477,847.273,684.1089,133472603,-0.013916760683059692,-25.159500122070312,0.01860000006854534,0.2653999924659729,0.41029998660087585,-inf
2138,2392.8361,2564.2883,2327.7821,311.1372,1862.4861,731.3465,785.505,133551939,0.03171149641275406,-25.010963439941406,0.01860000006854534,0.2653999924659729,0.4099999964237213,-inf
2139,2509.5918,2605.2464,1277.9885,53.053,1445.1147,865.2825,601.1089,133612651,0.20560377836227417,-25.066143035888672,0.01860000006854534,0.2651999890804291,0.4097999930381775,-inf
2140,2408.0865,2530.4192,1811.797,56.2999,1556.7271,867.964,665.1782,133679834,-0.1961660236120224,-25.06081771850586,0.01850000023841858,0.26510000228881836,0.40950000286102295,-inf
2141,2420.7923,2577.8512,2237.6371,275.3585,1763.6776,772.4213,753.1188,133755899,0.08913470804691315,-25.051847457885742,0.01850000023841858,0.26510000228881836,0.40939998626708984,-inf
2142,2478.6708,2635.4022,1257.2875,269.3996,1447.7672,877.2834,610.5941,133817569,0.049514785408973694,-24.81130027770996,0.01850000023841858,0.2651999890804291,0.4099999964237213,-inf
2143,2430.015,2583.9881,1358.4681,143.2887,1535.5316,863.8012,649.7327,133883192,-0.04895264655351639,-24.964963912963867,0.01850000023841858,0.2651999890804291,0.4108000099658966,-inf
2144,2439.7856,2539.5787,2184.1564,249.6771,1592.8463,828.4326,675.4059,133951408,-0.03907462954521179,-25.130695343017578,0.01850000023841858,0.26510000228881836,0.41040000319480896,-inf
2145,2439.0189,2569.281,1040.7641,275.3817,1406.8907,873.6536,608.6436,134012881,-0.013124123215675354,-25.118473052978516,0.01850000023841858,0.26499998569488525,0.4101000130176544,-inf
2146,2418.8773,2546.4113,1843.7447,274.5876,1609.816,811.0843,690.3465,134082606,-0.06807807087898254,-25.185550689697266,0.01850000023841858,0.26489999890327454,0.4092999994754791,-inf
2147,2433.8748,2547.4524,2260.0692,140.4433,1600.9301,869.0984,684.2772,134151718,0.0959494411945343,-25.288145065307617,0.01850000023841858,0.26489999890327454,0.40860000252723694,-inf
2148,2489.9308,2595.5886,1193.8346,253.8447,1395.7949,878.1738,596.6238,134211977,0.04705705866217613,-25.497589111328125,0.018400000408291817,0.26489999890327454,0.40880000591278076,-inf
2149,2424.8746,2599.3476,2299.7065,276.8824,1656.5822,887.5871,708.0495,134283490,0.024288535118103027,-25.559154510498047,0.018400000408291817,0.2648000121116638,0.40959998965263367,-inf
2150,2488.1864,2618.6876,897.7337,255.2939,1347.1127,918.4622,569.4554,134341005,-0.05686941742897034,-25.60849380493164,0.018400000408291817,0.2646999955177307,0.4097999930381775,-inf
2151,2411.6965,2504.8151,2245.7502,288.9809,1574.5838,873.9304,674.2574,134409105,-0.10643061995506287,-25.628219604492188,0.018400000408291817,0.2646999955177307,0.4092999994754791,-inf
2152,2398.5063,2532.9227,1344.9867,251.598,1521.3604,848.2193,648.3861,134474592,-0.04702194407582283,-25.541799545288086,0.018300000578165054,0.26460000872612,0.40860000252723694,-inf
2153,2424.6737,2548.3802,1219.6153,14.6242,1456.1844,887.4222,624.7228,134537689,0.07168304920196533,-25.62994384765625,0.018300000578165054,0.2644999921321869,0.40869998931884766,-inf
2154,2408.6657,2568.6165,2192.3466,224.7628,1600.9473,845.8748,682.7129,134606643,0.0820954293012619,-25.63160514831543,0.018300000578165054,0.2644999921321869,0.4083999991416931,-inf
2155,2459.6716,2570.074,1082.8322,14.5528,1362.2992,916.9401,583.396,134665566,-0.0450027771294117,-25.553884506225586,0.018300000578165054,0.26440000534057617,0.40849998593330383,-inf
2156,2409.5014,2577.8174,2257.2495,17.5568,1544.601,920.5048,659.901,134732216,0.03851577267050743,-25.374095916748047,0.018300000578165054,0.26440000534057617,0.40849998593330383,-inf
2157,2470.7857,2608.0553,1040.8557,252.5731,1333.174,900.7706,571.3564,134789923,-0.055968113243579865,-25.357126235961914,0.018200000748038292,0.26440000534057617,0.4083000123500824,-inf
2158,2398.3459,2518.9371,1424.1859,296.918,1517.5797,845.8019,646.8812,134855258,0.002665378153324127,-25.497926712036133,0.018200000748038292,0.26429998874664307,0.4077000021934509,-inf
2159,2434.1218,2576.4666,1106.7533,259.5541,1449.6556,858.8898,615.4653,134917420,0.03339231759309769,-25.504493713378906,0.018200000748038292,0.26420000195503235,0.4074999988079071,-inf
2160,2423.4467,2545.5925,1570.0714,262.8174,1538.8957,855.5148,656.7525,134983752,0.09934762865304947,-25.436548233032227,0.018200000748038292,0.26420000195503235,0.4074999988079071,-inf
2161,2406.8048,2577.676,2241.0407,271.4564,1637.4061,822.7741,698.3663,135054287,0.07834173738956451,-25.49712562561035,0.018200000748038292,0.26409998536109924,0.4074000120162964,-inf
2162,2457.4003,2613.0195,2250.3436,241.7922,1575.0637,879.7067,670.7129,135122029,-0.045436836779117584,-25.588903427124023,0.01810000091791153,0.26409998536109924,0.40779998898506165,-inf
2163,2421.6206,2544.7239,2277.028,270.4138,1680.128,851.1031,717.0,135194446,0.16856427490711212,-25.652847290039062,0.01810000091791153,0.26409998536109924,0.40689998865127563,-inf
2164,2424.921,2543.213,1801.5952,143.8683,1541.9104,867.1039,649.9802,135260094,-0.1789357215166092,-25.721073150634766,0.01810000091791153,0.2639000117778778,0.40630000829696655,-inf
2165,2424.0593,2625.2028,2234.2553,277.3986,1583.873,857.2505,671.5248,135327918,0.09842737019062042,-25.612756729125977,0.01810000091791153,0.2639000117778778,0.4065000116825104,-inf
2166,2395.6443,2544.2324,2275.6578,267.4862,1664.8296,832.1897,711.5149,135399781,-0.2139788269996643,-25.626577377319336,0.01810000091791153,0.2637999951839447,0.40610000491142273,-inf
2167,2465.1715,2599.0128,2252.0142,269.5933,1675.0173,802.3749,703.8317,135470868,0.1692700833082199,-25.678752899169922,0.01810000091791153,0.2637999951839447,0.4065000116825104,-inf
2168,2424.4997,2544.3369,2093.2348,270.8326,1563.6941,867.4853,661.5941,135537689,-0.05324940383434296,-25.697736740112305,0.01810000091791153,0.2639000117778778,0.40639999508857727,-inf
2169,2453.5115,2569.761,931.1077,260.6759,1270.2905,898.6141,545.2871,135592763,0.03676673024892807,-25.795366287231445,0.01810000091791153,0.2637999951839447,0.4056999981403351,-inf
2170,2367.2978,2534.8567,2266.6442,267.8929,1789.2812,745.0515,763.495,135669876,0.05975383520126343,-25.824785232543945,0.01810000091791153,0.263700008392334,0.40619999170303345,-inf
2171,2460.8601,2709.9626,1295.5107,274.1086,1474.5446,858.589,620.1188,135732508,0.002950012683868408,-25.811485290527344,0.01810000091791153,0.263700008392334,0.4066999852657318,-inf
